_id,LogPath,ModelPath,Log,Model,Monolithic,Decomposition,RecomposeStrategy,LogCreationStrategy,PreferBorderTransitions,AddConflictOnlyOnce,UseHideAndReduceAbstraction,GlobalDurationThreshold,LocalDurationThreshold,LogMoveCost,ModelMoveCost,RelativeIntervalThreshold,AbsoluteIntervalThreshold,MaxConflictThreshold,AlignmentPercentageThreshold,MaxIterationThreshold,CostIntervalLo,CostIntervalHi,FitnessLo,FitnessHi,Aligned,ToAlign,Rejected,TotalTraces,RecompositionStepsTaken,TotalTimeTaken,feasible,net_strategy_short,log_strategy_short,strategy_short,time_gain,fastest
9,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.974,42.974,0.9487807203642344,0.9487807203642344,1000,0,0,1000,16,378.478,True,MFCS-1,SIC,MFCS-1 - SIC,3.8460000000000036,False
9,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.974,42.974,0.9487807203642344,0.9487807203642344,1000,0,0,1000,4,375.013,True,MFCS-10,SIC,MFCS-10 - SIC,3.8460000000000036,False
9,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.974,42.974,0.9487807203642344,0.9487807203642344,1000,0,0,1000,9,351.363,True,MFCS-3,SIC,MFCS-3 - SIC,3.8460000000000036,True
13,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.018,58.018,0.9300558174299871,0.9300558174299871,1000,0,0,1000,2,454.238,True,All,IC,All - IC,55.28200000000004,False
10,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.018,58.018,0.9300558174,0.9300558174,1000,0,0,1000,22,718.434,True,MCG,IC,MCG - IC,55.28200000000004,False
13,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.017999999999994,58.017999999999994,,,1000,-1,-1,1000,-1,500.186,True,Monolithic,Monolithic,Monolithic,55.28200000000004,False
13,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,56.444,245.954,0.7034876852041616,0.9319533689375399,768,232,0,1000,54,900.0,False,MFC,IC,MFC - IC,55.28200000000004,False
13,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.018,58.018,0.9300558174299871,0.9300558174299871,1000,0,0,1000,8,510.536,True,Random,IC,Random - IC,55.28200000000004,False
10,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.018,58.018,0.9300558174299871,0.9300558174299871,1000,0,0,1000,5,430.717,True,Balanced,SIC,Balanced - SIC,55.28200000000004,False
10,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.018,58.018,0.9300558174299871,0.9300558174299871,1000,0,0,1000,42,512.824,True,MFCS-1,SIC,MFCS-1 - SIC,55.28200000000004,False
10,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.018,58.018,0.9300558174299871,0.9300558174299871,1000,0,0,1000,7,349.239,True,MFCS-10,SIC,MFCS-10 - SIC,55.28200000000004,True
10,../data/synthetic/2018-05-01_small/net3/net3-60-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-60-10,net3,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.018,58.018,0.9300558174299871,0.9300558174299871,1000,0,0,1000,15,404.521,True,MFCS-3,SIC,MFCS-3 - SIC,55.28200000000004,False
16,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.9909821290006805,0.9909821290006805,1000,0,0,1000,2,80.243,True,All,IC,All - IC,8.834000000000003,False
12,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.990982129,0.990982129,1000,0,0,1000,12,98.419,True,MCG,IC,MCG - IC,8.834000000000003,False
16,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.554000000000003,7.554000000000003,,,1000,-1,-1,1000,-1,188.741,True,Monolithic,Monolithic,Monolithic,8.834000000000003,False
16,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.9909821290006805,0.9909821290006805,1000,0,0,1000,44,349.914,True,MFC,IC,MFC - IC,8.834000000000003,False
16,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.9909821290006805,0.9909821290006805,1000,0,0,1000,6,76.637,True,Random,IC,Random - IC,8.834000000000003,False
12,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.9909821290006805,0.9909821290006805,1000,0,0,1000,4,77.488,True,Balanced,SIC,Balanced - SIC,8.834000000000003,False
12,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.9909821290006805,0.9909821290006805,1000,0,0,1000,35,160.032,True,MFCS-1,SIC,MFCS-1 - SIC,8.834000000000003,False
12,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.9909821290006805,0.9909821290006805,1000,0,0,1000,6,67.803,True,MFCS-10,SIC,MFCS-10 - SIC,8.834000000000003,True
12,../data/synthetic/2018-05-01_small/net4/net4-10-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-10,net4,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,7.554,7.554,0.9909821290006805,0.9909821290006805,1000,0,0,1000,12,77.225,True,MFCS-3,SIC,MFCS-3 - SIC,8.834000000000003,False
17,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,40.124,40.124,0.952121617106582,0.952121617106582,1000,0,0,1000,2,343.824,True,All,IC,All - IC,17.366999999999962,False
13,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,40.124,40.124,0.9521216171,0.9521216171,1000,0,0,1000,16,741.5,True,MCG,IC,MCG - IC,17.366999999999962,False
17,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.12399999999997,40.12399999999997,,,1000,-1,-1,1000,-1,428.641,True,Monolithic,Monolithic,Monolithic,17.366999999999962,False
17,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,38.497,77.0,0.9081189442031407,0.954063051882965,911,89,0,1000,48,900.0,False,MFC,IC,MFC - IC,17.366999999999962,False
17,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,40.124,40.124,0.952121617106582,0.952121617106582,1000,0,0,1000,9,608.426,True,Random,IC,Random - IC,17.366999999999962,False
13,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,40.124,40.124,0.952121617106582,0.952121617106582,1000,0,0,1000,3,306.639,True,Balanced,SIC,Balanced - SIC,17.366999999999962,True
13,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,40.124,40.124,0.952121617106582,0.952121617106582,1000,0,0,1000,16,337.405,True,MFCS-1,SIC,MFCS-1 - SIC,17.366999999999962,False
13,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,40.124,40.124,0.952121617106582,0.952121617106582,1000,0,0,1000,4,324.006,True,MFCS-10,SIC,MFCS-10 - SIC,17.366999999999962,False
13,../data/synthetic/2018-05-01_small/net4/net4-10-60.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-10-60,net4,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,40.124,40.124,0.952121617106582,0.952121617106582,1000,0,0,1000,8,338.407,True,MFCS-3,SIC,MFCS-3 - SIC,17.366999999999962,False
18,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.242,58.242,0.9303833327356833,0.9303833327356833,1000,0,0,1000,2,463.981,True,All,IC,All - IC,27.17700000000002,False
14,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.242,58.242,0.9303833327,0.9303833327,1000,0,0,1000,22,645.57,True,MCG,IC,MCG - IC,27.17700000000002,False
18,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.242000000000026,58.242000000000026,,,1000,-1,-1,1000,-1,502.682,True,Monolithic,Monolithic,Monolithic,27.17700000000002,False
18,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,55.811,302.878,0.6379699023439834,0.9332891072303702,692,308,0,1000,50,900.0,False,MFC,IC,MFC - IC,27.17700000000002,False
18,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.242,58.242,0.9303833327356833,0.9303833327356833,1000,0,0,1000,8,570.77,True,Random,IC,Random - IC,27.17700000000002,False
14,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.242,58.242,0.9303833327356833,0.9303833327356833,1000,0,0,1000,4,425.738,True,Balanced,SIC,Balanced - SIC,27.17700000000002,False
14,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.242,58.242,0.9303833327356833,0.9303833327356833,1000,0,0,1000,37,500.556,True,MFCS-1,SIC,MFCS-1 - SIC,27.17700000000002,False
14,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.242,58.242,0.9303833327356833,0.9303833327356833,1000,0,0,1000,6,374.873,True,MFCS-10,SIC,MFCS-10 - SIC,27.17700000000002,True
14,../data/synthetic/2018-05-01_small/net4/net4-60-10.xes.gz,../data/synthetic/2018-05-01_small/net4/net4.apnml,net4-60-10,net4,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,58.242,58.242,0.9303833327356833,0.9303833327356833,1000,0,0,1000,16,402.05,True,MFCS-3,SIC,MFCS-3 - SIC,27.17700000000002,False
21,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431163275,0.9884619431163275,1000,0,0,1000,2,126.005,True,All,IC,All - IC,5.757999999999996,False
16,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431,0.9884619431,1000,0,0,1000,12,173.716,True,MCG,IC,MCG - IC,5.757999999999996,False
21,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.86999999999999,9.86999999999999,,,1000,-1,-1,1000,-1,227.42,True,Monolithic,Monolithic,Monolithic,5.757999999999996,False
21,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431163275,0.9884619431163275,1000,0,0,1000,48,509.23,True,MFC,IC,MFC - IC,5.757999999999996,False
21,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431163275,0.9884619431163275,1000,0,0,1000,7,208.895,True,Random,IC,Random - IC,5.757999999999996,False
16,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431163275,0.9884619431163275,1000,0,0,1000,4,119.969,True,Balanced,SIC,Balanced - SIC,5.757999999999996,False
16,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431163275,0.9884619431163275,1000,0,0,1000,25,173.436,True,MFCS-1,SIC,MFCS-1 - SIC,5.757999999999996,False
16,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431163275,0.9884619431163275,1000,0,0,1000,6,114.211,True,MFCS-10,SIC,MFCS-10 - SIC,5.757999999999996,True
16,../data/synthetic/2018-05-01_small/net5/net5-10-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-10,net5,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.87,9.87,0.9884619431163275,0.9884619431163275,1000,0,0,1000,14,125.785,True,MFCS-3,SIC,MFCS-3 - SIC,5.757999999999996,False
22,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,41.368,41.368,0.9511991411954842,0.9511991411954842,1000,0,0,1000,2,368.985,True,All,IC,All - IC,6.3489999999999895,False
17,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,41.368,41.368,0.9511991412,0.9511991412,1000,0,0,1000,17,771.846,True,MCG,IC,MCG - IC,6.3489999999999895,False
22,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.367999999999995,41.367999999999995,,,1000,-1,-1,1000,-1,450.464,True,Monolithic,Monolithic,Monolithic,6.3489999999999895,False
22,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,39.385,78.148,0.9078106383229718,0.9535384397598179,913,87,0,1000,52,900.0,False,MFC,IC,MFC - IC,6.3489999999999895,False
22,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,41.368,41.368,0.9511991411954842,0.9511991411954842,1000,0,0,1000,8,468.384,True,Random,IC,Random - IC,6.3489999999999895,False
17,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,41.368,41.368,0.9511991411954842,0.9511991411954842,1000,0,0,1000,2,319.443,True,Balanced,SIC,Balanced - SIC,6.3489999999999895,True
17,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,41.368,41.368,0.9511991411954842,0.9511991411954842,1000,0,0,1000,17,394.866,True,MFCS-1,SIC,MFCS-1 - SIC,6.3489999999999895,False
17,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,41.368,41.368,0.9511991411954842,0.9511991411954842,1000,0,0,1000,4,344.547,True,MFCS-10,SIC,MFCS-10 - SIC,6.3489999999999895,False
17,../data/synthetic/2018-05-01_small/net5/net5-10-60.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-10-60,net5,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,41.368,41.368,0.9511991411954842,0.9511991411954842,1000,0,0,1000,7,325.792,True,MFCS-3,SIC,MFCS-3 - SIC,6.3489999999999895,False
23,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9311553440069235,0.9311553440069235,1000,0,0,1000,2,459.956,True,All,IC,All - IC,17.777000000000044,False
18,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.931155344,0.931155344,1000,0,0,1000,23,644.735,True,MCG,IC,MCG - IC,17.777000000000044,False
23,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.27600000000004,57.27600000000004,,,1000,-1,-1,1000,-1,489.9,True,Monolithic,Monolithic,Monolithic,17.777000000000044,False
23,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,55.391,244.682,0.7058969181210635,0.9334210779364392,756,244,0,1000,53,900.0,False,MFC,IC,MFC - IC,17.777000000000044,False
23,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.282,57.282,0.9311481321217366,0.9311481321217366,1000,0,0,1000,9,601.186,True,Random,IC,Random - IC,17.777000000000044,False
18,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9311553440069235,0.9311553440069235,1000,0,0,1000,3,414.845,True,Balanced,SIC,Balanced - SIC,17.777000000000044,False
18,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9311553440069235,0.9311553440069235,1000,0,0,1000,41,511.136,True,MFCS-1,SIC,MFCS-1 - SIC,17.777000000000044,False
18,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9311553440069235,0.9311553440069235,1000,0,0,1000,6,404.511,True,MFCS-10,SIC,MFCS-10 - SIC,17.777000000000044,False
18,../data/synthetic/2018-05-01_small/net5/net5-60-10.xes.gz,../data/synthetic/2018-05-01_small/net5/net5.apnml,net5-60-10,net5,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9311553440069235,0.9311553440069235,1000,0,0,1000,15,386.734,True,MFCS-3,SIC,MFCS-3 - SIC,17.777000000000044,True
0,../data/real/BPIC18/BPIC18-entitlement-payment-inspection-500.xes.gz,../data/real/BPIC18/BPIC18.apnml,BPIC18,BPIC18,False,generic_100,All conflicts,Group by conflicts,False,True,True,1800000,80000,10,4,100,0,100,100,200,349.85,657.292,0.0050075688767786675,0.47040569179533753,3,0,487,490,3,1800.0,False,All,IC,All - IC,210.65600000000006,False
0,../data/real/BPIC18/BPIC18-entitlement-payment-inspection-500.xes.gz,../data/real/BPIC18/BPIC18.apnml,BPIC18,BPIC18,False,generic_100,Merge conflict graph,Group by conflicts,False,True,True,1800000,80000,10,4,100,0,100,100,200,228.66,228.66,0.6538601271571298,0.6538601271571298,490,0,0,490,19,1078.703,True,MCG,IC,MCG - IC,210.65600000000006,False
0,../data/real/BPIC18/BPIC18-entitlement-payment-inspection-500.xes.gz,../data/real/BPIC18/BPIC18.apnml,BPIC18,BPIC18,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,277.2840000000001,277.2840000000001,,,369,-1,-1,490,-1,1800.0,False,Monolithic,Monolithic,Monolithic,210.65600000000006,False
0,../data/real/BPIC18/BPIC18-entitlement-payment-inspection-500.xes.gz,../data/real/BPIC18/BPIC18.apnml,BPIC18,BPIC18,False,generic_100,Most frequent conflicts,Group by conflicts,False,True,True,1800000,80000,10,4,100,0,100,100,200,0.0,0.0,0.0,0.0,51,424,15,490,23,1800.0,False,MFC,IC,MFC - IC,210.65600000000006,False
